ProductID,Exchange,PriceTick,VolumeMultiply,CommissionRateInVolumeForOpen,CommissionRateInMoneyForOpen,CommissionRateInVolumeForClose,CommissionRateInMoneyForClose,CommissionRateInVolumeForCloseToday,CommissionRateInMoneyForCloseToday
IH2302,CFFEX,0.2,300,0.0,2.4e-05,0.0,2.4e-05,0.0,2.4e-05
IH2301,CFFEX,0.2,300,0.0,2.4e-05,0.0,2.4e-05,0.0,2.4e-05
IH,CFFEX,0.2,300,0.0,2.4e-05,0.0,2.4e-05,0.0,2.4e-05
IF2306,CFFEX,0.2,300,0.0,2.4e-05,0.0,2.4e-05,0.0,2.4e-05
IF2303,CFFEX,0.2,300,0.0,2.4e-05,0.0,2.4e-05,0.0,2.4e-05
IF2302,CFFEX,0.2,300,0.0,2.4e-05,0.0,2.4e-05,0.0,2.4e-05
IF2301,CFFEX,0.2,300,0.0,2.4e-05,0.0,2.4e-05,0.0,2.4e-05
IF,CFFEX,0.2,300,0.0,2.4e-05,0.0,2.4e-05,0.0,2.4e-05
IC2306,CFFEX,0.2,200,0.0,2.4e-05,0.0,2.4e-05,0.0,2.4e-05
IC2303,CFFEX,0.2,200,0.0,2.4e-05,0.0,2.4e-05,0.0,2.4e-05
IC2302,CFFEX,0.2,200,0.0,2.4e-05,0.0,2.4e-05,0.0,2.4e-05
IC2301,CFFEX,0.2,200,0.0,2.4e-05,0.0,2.4e-05,0.0,2.4e-05
IC,CFFEX,0.2,200,0.0,2.4e-05,0.0,2.4e-05,0.0,2.4e-05
Stock,STOCK,0.01,1,0,0.0007,0,0.0007,0,0.0007
