ProductID,Exchange,PriceTick,VolumeMultiply,CommissionRateInVolumeForOpen,CommissionRateInMoneyForOpen,CommissionRateInVolumeForClose,CommissionRateInMoneyForClose,CommissionRateInVolumeForCloseToday,CommissionRateInMoneyForCloseToday
eg2304,DCE,1.0,10,0.875742574257,1e-07,0.875742574257,1e-07,0.875742574257,1e-07
eg2303,DCE,1.0,10,0.875742574257,1e-07,0.875742574257,1e-07,0.875742574257,1e-07
eg2302,DCE,1.0,10,0.875742574257,1e-07,0.875742574257,1e-07,0.875742574257,1e-07
eg2301,DCE,1.0,10,0.875742574257,1e-07,0.875742574257,1e-07,0.875742574257,1e-07
eg2212,DCE,1.0,10,0.875742574257,1e-07,0.875742574257,1e-07,0.875742574257,1e-07
eg,DCE,1.0,10,0.875742574257,1e-07,0.875742574257,1e-07,0.875742574257,1e-07
eb2311,DCE,1.0,5,0.875742574257,1e-07,0.875742574257,1e-07,0.875742574257,1e-07
eb2310,DCE,1.0,5,0.875742574257,1e-07,0.875742574257,1e-07,0.875742574257,1e-07
eb2309,DCE,1.0,5,0.875742574257,1e-07,0.875742574257,1e-07,0.875742574257,1e-07
eb2308,DCE,1.0,5,0.875742574257,1e-07,0.875742574257,1e-07,0.875742574257,1e-07
eb2307,DCE,1.0,5,0.875742574257,1e-07,0.875742574257,1e-07,0.875742574257,1e-07
eb2306,DCE,1.0,5,0.875742574257,1e-07,0.875742574257,1e-07,0.875742574257,1e-07
eb2305,DCE,1.0,5,0.875742574257,1e-07,0.875742574257,1e-07,0.875742574257,1e-07
eb2304,DCE,1.0,5,0.875742574257,1e-07,0.875742574257,1e-07,0.875742574257,1e-07
eb2303,DCE,1.0,5,0.875742574257,1e-07,0.875742574257,1e-07,0.875742574257,1e-07
eb2302,DCE,1.0,5,0.875742574257,1e-07,0.875742574257,1e-07,0.875742574257,1e-07
eb2301,DCE,1.0,5,0.875742574257,1e-07,0.875742574257,1e-07,0.875742574257,1e-07
eb2212,DCE,1.0,5,0.875742574257,1e-07,0.875742574257,1e-07,0.875742574257,1e-07
eb,DCE,1.0,5,0.875742574257,1e-07,0.875742574257,1e-07,0.875742574257,1e-07
cs2311,DCE,1.0,10,0.997524752475,1e-07,0.997524752475,1e-07,0.997524752475,1e-07
cs2309,DCE,1.0,10,0.997524752475,1e-07,0.997524752475,1e-07,0.997524752475,1e-07
cs2307,DCE,1.0,10,0.997524752475,1e-07,0.997524752475,1e-07,0.997524752475,1e-07
cs2305,DCE,1.0,10,0.997524752475,1e-07,0.997524752475,1e-07,0.997524752475,1e-07
cs2303,DCE,1.0,10,0.997524752475,1e-07,0.997524752475,1e-07,0.997524752475,1e-07
cs2301,DCE,1.0,10,0.997524752475,1e-07,0.997524752475,1e-07,0.997524752475,1e-07
cs,DCE,1.0,10,0.997524752475,1e-07,0.997524752475,1e-07,0.997524752475,1e-07
c2311,DCE,1.0,10,1.25,1e-07,1.25,1e-07,1.25,1e-07
c2309,DCE,1.0,10,1.25,1e-07,1.25,1e-07,1.25,1e-07
c2307,DCE,1.0,10,1.25,1e-07,1.25,1e-07,1.25,1e-07
c2305,DCE,1.0,10,1.25,1e-07,1.25,1e-07,1.25,1e-07
c2303,DCE,1.0,10,1.25,1e-07,1.25,1e-07,1.25,1e-07
c2301,DCE,1.0,10,1.25,1e-07,1.25,1e-07,1.25,1e-07
c,DCE,1.0,10,1.25,1e-07,1.25,1e-07,1.25,1e-07
bb2312,DCE,0.05,500,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05
bb2311,DCE,0.05,500,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05
bb2310,DCE,0.05,500,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05
bb2309,DCE,0.05,500,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05
bb2308,DCE,0.05,500,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05
bb2307,DCE,0.05,500,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05
bb2306,DCE,0.05,500,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05
bb2305,DCE,0.05,500,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05
bb2304,DCE,0.05,500,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05
bb2303,DCE,0.05,500,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05
bb2302,DCE,0.05,500,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05
bb2301,DCE,0.05,500,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05
bb,DCE,0.05,500,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05,0.0321782178218,6.44564356436e-05
b2312,DCE,1.0,10,0.675742574257,1e-07,0.675742574257,1e-07,0.675742574257,1e-07
b2311,DCE,1.0,10,0.675742574257,1e-07,0.675742574257,1e-07,0.675742574257,1e-07
b2310,DCE,1.0,10,0.675742574257,1e-07,0.675742574257,1e-07,0.675742574257,1e-07
b2309,DCE,1.0,10,0.675742574257,1e-07,0.675742574257,1e-07,0.675742574257,1e-07
b2308,DCE,1.0,10,0.675742574257,1e-07,0.675742574257,1e-07,0.675742574257,1e-07
b2307,DCE,1.0,10,0.675742574257,1e-07,0.675742574257,1e-07,0.675742574257,1e-07
b2306,DCE,1.0,10,0.675742574257,1e-07,0.675742574257,1e-07,0.675742574257,1e-07
b2305,DCE,1.0,10,0.675742574257,1e-07,0.675742574257,1e-07,0.675742574257,1e-07
b2304,DCE,1.0,10,0.675742574257,1e-07,0.675742574257,1e-07,0.675742574257,1e-07
b2303,DCE,1.0,10,0.675742574257,1e-07,0.675742574257,1e-07,0.675742574257,1e-07
b2302,DCE,1.0,10,0.675742574257,1e-07,0.675742574257,1e-07,0.675742574257,1e-07
b2301,DCE,1.0,10,0.675742574257,1e-07,0.675742574257,1e-07,0.675742574257,1e-07
b,DCE,1.0,10,0.675742574257,1e-07,0.675742574257,1e-07,0.675742574257,1e-07
a2311,DCE,1.0,10,1.68465346535,1e-07,1.68465346535,1e-07,1.68465346535,1e-07
a2309,DCE,1.0,10,1.68465346535,1e-07,1.68465346535,1e-07,1.68465346535,1e-07
a2307,DCE,1.0,10,1.68465346535,1e-07,1.68465346535,1e-07,1.68465346535,1e-07
a2305,DCE,1.0,10,1.68465346535,1e-07,1.68465346535,1e-07,1.68465346535,1e-07
a2303,DCE,1.0,10,1.68465346535,1e-07,1.68465346535,1e-07,1.68465346535,1e-07
a2301,DCE,1.0,10,1.68465346535,1e-07,1.68465346535,1e-07,1.68465346535,1e-07
a,DCE,1.0,10,1.68465346535,1e-07,1.68465346535,1e-07,1.68465346535,1e-07
ZC312,CZCE,0.2,100,151.5,1e-07,151.5,1e-07,151.5,1e-07
ZC311,CZCE,0.2,100,151.5,1e-07,151.5,1e-07,151.5,1e-07
ZC310,CZCE,0.2,100,151.5,1e-07,151.5,1e-07,151.5,1e-07
ZC309,CZCE,0.2,100,151.5,1e-07,151.5,1e-07,151.5,1e-07
ZC308,CZCE,0.2,100,151.5,1e-07,151.5,1e-07,151.5,1e-07
ZC307,CZCE,0.2,100,151.5,1e-07,151.5,1e-07,151.5,1e-07
ZC306,CZCE,0.2,100,151.5,1e-07,151.5,1e-07,151.5,1e-07
ZC305,CZCE,0.2,100,151.5,1e-07,151.5,1e-07,151.5,1e-07
ZC304,CZCE,0.2,100,151.5,1e-07,151.5,1e-07,151.5,1e-07
ZC303,CZCE,0.2,100,151.5,1e-07,151.5,1e-07,151.5,1e-07
ZC302,CZCE,0.2,100,151.5,1e-07,151.5,1e-07,151.5,1e-07
ZC301,CZCE,0.2,100,151.5,1e-07,151.5,1e-07,151.5,1e-07
ZC,CZCE,0.2,100,151.5,1e-07,151.5,1e-07,151.5,1e-07
WH311,CZCE,1.0,20,22.2,1e-07,22.2,1e-07,22.2,1e-07
WH309,CZCE,1.0,20,22.2,1e-07,22.2,1e-07,22.2,1e-07
WH307,CZCE,1.0,20,22.2,1e-07,22.2,1e-07,22.2,1e-07
WH305,CZCE,1.0,20,22.2,1e-07,22.2,1e-07,22.2,1e-07
WH303,CZCE,1.0,20,22.2,1e-07,22.2,1e-07,22.2,1e-07
WH301,CZCE,1.0,20,22.2,1e-07,22.2,1e-07,22.2,1e-07
WH,CZCE,1.0,20,22.2,1e-07,22.2,1e-07,22.2,1e-07
UR312,CZCE,1.0,20,3.1375,1e-07,3.1375,1e-07,3.1375,1e-07
UR311,CZCE,1.0,20,3.1375,1e-07,3.1375,1e-07,3.1375,1e-07
UR310,CZCE,1.0,20,3.1375,1e-07,3.1375,1e-07,3.1375,1e-07
UR309,CZCE,1.0,20,3.1375,1e-07,3.1375,1e-07,3.1375,1e-07
UR308,CZCE,1.0,20,3.1375,1e-07,3.1375,1e-07,3.1375,1e-07
UR307,CZCE,1.0,20,3.1375,1e-07,3.1375,1e-07,3.1375,1e-07
UR306,CZCE,1.0,20,3.1375,1e-07,3.1375,1e-07,3.1375,1e-07
UR305,CZCE,1.0,20,3.1375,1e-07,3.1375,1e-07,3.1375,1e-07
UR304,CZCE,1.0,20,3.1375,1e-07,3.1375,1e-07,3.1375,1e-07
UR303,CZCE,1.0,20,3.1375,1e-07,3.1375,1e-07,3.1375,1e-07
UR302,CZCE,1.0,20,3.1375,1e-07,3.1375,1e-07,3.1375,1e-07
UR301,CZCE,1.0,20,3.1375,1e-07,3.1375,1e-07,3.1375,1e-07
UR,CZCE,1.0,20,3.1375,1e-07,3.1375,1e-07,3.1375,1e-07
TA312,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
TA311,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
TA310,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
TA309,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
TA308,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
TA307,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
TA306,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
TA305,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
TA304,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
TA303,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
TA302,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
TA301,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,1.1535,1e-07
TA,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SR311,CZCE,1.0,10,1.2885,1e-07,1.2885,1e-07,0.0,1e-07
SR309,CZCE,1.0,10,1.2885,1e-07,1.2885,1e-07,0.0,1e-07
SR307,CZCE,1.0,10,1.2885,1e-07,1.2885,1e-07,0.0,1e-07
SR305,CZCE,1.0,10,1.2885,1e-07,1.2885,1e-07,0.0,1e-07
SR303,CZCE,1.0,10,1.2885,1e-07,1.2885,1e-07,0.0,1e-07
SR301,CZCE,1.0,10,1.2885,1e-07,1.2885,1e-07,0.0,1e-07
SR,CZCE,1.0,10,1.2885,1e-07,1.2885,1e-07,0.0,1e-07
SM312,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SM311,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SM310,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SM309,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SM308,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SM307,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SM306,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SM305,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SM304,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SM303,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SM302,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SM301,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SM,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SF312,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SF311,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SF310,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SF309,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SF308,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SF307,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SF306,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SF305,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SF304,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SF303,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SF302,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SF301,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SF,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,0.0,1e-07
SA312,CZCE,1.0,20,1.34575,1e-07,1.34575,1e-07,0.0,1e-07
SA311,CZCE,1.0,20,1.34575,1e-07,1.34575,1e-07,0.0,1e-07
SA310,CZCE,1.0,20,1.34575,1e-07,1.34575,1e-07,0.0,1e-07
SA309,CZCE,1.0,20,1.34575,1e-07,1.34575,1e-07,0.0,1e-07
SA308,CZCE,1.0,20,1.34575,1e-07,1.34575,1e-07,0.0,1e-07
SA307,CZCE,1.0,20,1.34575,1e-07,1.34575,1e-07,0.0,1e-07
SA306,CZCE,1.0,20,1.34575,1e-07,1.34575,1e-07,0.0,1e-07
SA305,CZCE,1.0,20,1.34575,1e-07,1.34575,1e-07,1.34575,1e-07
SA304,CZCE,1.0,20,1.34575,1e-07,1.34575,1e-07,0.0,1e-07
SA303,CZCE,1.0,20,1.34575,1e-07,1.34575,1e-07,0.0,1e-07
SA302,CZCE,1.0,20,1.34575,1e-07,1.34575,1e-07,0.0,1e-07
SA301,CZCE,1.0,20,1.34575,1e-07,1.34575,1e-07,1.34575,1e-07
SA,CZCE,1.0,20,1.34575,1e-07,1.34575,1e-07,0.0,1e-07
RS311,CZCE,1.0,10,1.48,1e-07,1.48,1e-07,1.48,1e-07
RS309,CZCE,1.0,10,1.48,1e-07,1.48,1e-07,1.48,1e-07
RS308,CZCE,1.0,10,1.48,1e-07,1.48,1e-07,1.48,1e-07
RS307,CZCE,1.0,10,1.48,1e-07,1.48,1e-07,1.48,1e-07
RS,CZCE,1.0,10,1.48,1e-07,1.48,1e-07,1.48,1e-07
RM311,CZCE,1.0,10,0.975,1e-07,0.975,1e-07,0.975,1e-07
RM309,CZCE,1.0,10,0.975,1e-07,0.975,1e-07,0.975,1e-07
RM308,CZCE,1.0,10,0.975,1e-07,0.975,1e-07,0.975,1e-07
RM307,CZCE,1.0,10,0.975,1e-07,0.975,1e-07,0.975,1e-07
RM305,CZCE,1.0,10,0.975,1e-07,0.975,1e-07,0.975,1e-07
RM303,CZCE,1.0,10,0.975,1e-07,0.975,1e-07,0.975,1e-07
RM301,CZCE,1.0,10,0.975,1e-07,0.975,1e-07,0.975,1e-07
RM,CZCE,1.0,10,0.975,1e-07,0.975,1e-07,0.975,1e-07
RI311,CZCE,1.0,20,1.85,1e-07,1.85,1e-07,1.85,1e-07
RI309,CZCE,1.0,20,1.85,1e-07,1.85,1e-07,1.85,1e-07
RI307,CZCE,1.0,20,1.85,1e-07,1.85,1e-07,1.85,1e-07
RI305,CZCE,1.0,20,1.85,1e-07,1.85,1e-07,1.85,1e-07
RI303,CZCE,1.0,20,1.85,1e-07,1.85,1e-07,1.85,1e-07
RI301,CZCE,1.0,20,1.85,1e-07,1.85,1e-07,1.85,1e-07
RI,CZCE,1.0,20,1.85,1e-07,1.85,1e-07,1.85,1e-07
PM311,CZCE,1.0,50,22.2,1e-07,22.2,1e-07,22.2,1e-07
PM309,CZCE,1.0,50,22.2,1e-07,22.2,1e-07,22.2,1e-07
PM307,CZCE,1.0,50,22.2,1e-07,22.2,1e-07,22.2,1e-07
PM305,CZCE,1.0,50,22.2,1e-07,22.2,1e-07,22.2,1e-07
PM303,CZCE,1.0,50,22.2,1e-07,22.2,1e-07,22.2,1e-07
PM301,CZCE,1.0,50,22.2,1e-07,22.2,1e-07,22.2,1e-07
PM,CZCE,1.0,50,22.2,1e-07,22.2,1e-07,22.2,1e-07
PK312,CZCE,2.0,5,1.844,1e-07,1.844,1e-07,1.844,1e-07
PK311,CZCE,2.0,5,1.844,1e-07,1.844,1e-07,1.844,1e-07
PK310,CZCE,2.0,5,1.844,1e-07,1.844,1e-07,1.844,1e-07
PK304,CZCE,2.0,5,1.844,1e-07,1.844,1e-07,1.844,1e-07
PK303,CZCE,2.0,5,1.844,1e-07,1.844,1e-07,1.844,1e-07
PK301,CZCE,2.0,5,1.844,1e-07,1.844,1e-07,1.844,1e-07
PK,CZCE,2.0,5,1.844,1e-07,1.844,1e-07,1.844,1e-07
PF312,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,1.1535,1e-07
PF311,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,1.1535,1e-07
PF310,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,1.1535,1e-07
PF309,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,1.1535,1e-07
PF308,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,1.1535,1e-07
PF307,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,1.1535,1e-07
PF306,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,1.1535,1e-07
PF305,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,1.1535,1e-07
PF304,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,1.1535,1e-07
PF303,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,1.1535,1e-07
PF302,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,1.1535,1e-07
PF301,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,1.1535,1e-07
PF,CZCE,2.0,5,1.1535,1e-07,1.1535,1e-07,1.1535,1e-07
OI311,CZCE,1.0,10,0.769,1e-07,0.769,1e-07,0.769,1e-07
OI309,CZCE,1.0,10,0.769,1e-07,0.769,1e-07,0.769,1e-07
OI307,CZCE,1.0,10,0.769,1e-07,0.769,1e-07,0.769,1e-07
OI305,CZCE,1.0,10,0.769,1e-07,0.769,1e-07,0.769,1e-07
OI303,CZCE,1.0,10,0.769,1e-07,0.769,1e-07,0.769,1e-07
OI301,CZCE,1.0,10,0.769,1e-07,0.769,1e-07,0.769,1e-07
OI,CZCE,1.0,10,0.769,1e-07,0.769,1e-07,0.769,1e-07
MA312,CZCE,1.0,10,0.859,1e-07,0.859,1e-07,0.859,1e-07
MA311,CZCE,1.0,10,0.859,1e-07,0.859,1e-07,0.859,1e-07
MA310,CZCE,1.0,10,0.859,1e-07,0.859,1e-07,0.859,1e-07
MA309,CZCE,1.0,10,0.859,1e-07,0.859,1e-07,0.859,1e-07
MA308,CZCE,1.0,10,0.859,1e-07,0.859,1e-07,0.859,1e-07
MA307,CZCE,1.0,10,0.859,1e-07,0.859,1e-07,0.859,1e-07
MA306,CZCE,1.0,10,0.859,1e-07,0.859,1e-07,0.859,1e-07
MA305,CZCE,1.0,10,0.859,1e-07,0.859,1e-07,0.859,1e-07
MA304,CZCE,1.0,10,0.859,1e-07,0.859,1e-07,0.859,1e-07
MA303,CZCE,1.0,10,0.859,1e-07,0.859,1e-07,0.859,1e-07
MA302,CZCE,1.0,10,0.859,1e-07,0.859,1e-07,0.859,1e-07
MA301,CZCE,1.0,10,0.859,1e-07,0.859,1e-07,0.859,1e-07
MA,CZCE,1.0,10,0.859,1e-07,0.859,1e-07,0.859,1e-07
LR311,CZCE,1.0,20,2.22,1e-07,2.22,1e-07,2.22,1e-07
LR309,CZCE,1.0,20,2.22,1e-07,2.22,1e-07,2.22,1e-07
LR307,CZCE,1.0,20,2.22,1e-07,2.22,1e-07,2.22,1e-07
LR305,CZCE,1.0,20,2.22,1e-07,2.22,1e-07,2.22,1e-07
LR303,CZCE,1.0,20,2.22,1e-07,2.22,1e-07,2.22,1e-07
LR301,CZCE,1.0,20,2.22,1e-07,2.22,1e-07,2.22,1e-07
LR,CZCE,1.0,20,2.22,1e-07,2.22,1e-07,2.22,1e-07
JR311,CZCE,1.0,20,2.22,1e-07,2.22,1e-07,2.22,1e-07
JR309,CZCE,1.0,20,2.22,1e-07,2.22,1e-07,2.22,1e-07
JR307,CZCE,1.0,20,2.22,1e-07,2.22,1e-07,2.22,1e-07
JR305,CZCE,1.0,20,2.22,1e-07,2.22,1e-07,2.22,1e-07
JR303,CZCE,1.0,20,2.22,1e-07,2.22,1e-07,2.22,1e-07
JR301,CZCE,1.0,20,2.22,1e-07,2.22,1e-07,2.22,1e-07
JR,CZCE,1.0,20,2.22,1e-07,2.22,1e-07,2.22,1e-07
FG312,CZCE,1.0,20,2.226,1e-07,2.226,1e-07,2.226,1e-07
FG311,CZCE,1.0,20,2.226,1e-07,2.226,1e-07,2.226,1e-07
FG310,CZCE,1.0,20,2.226,1e-07,2.226,1e-07,2.226,1e-07
FG309,CZCE,1.0,20,2.226,1e-07,2.226,1e-07,2.226,1e-07
FG308,CZCE,1.0,20,2.226,1e-07,2.226,1e-07,2.226,1e-07
FG307,CZCE,1.0,20,2.226,1e-07,2.226,1e-07,2.226,1e-07
FG306,CZCE,1.0,20,2.226,1e-07,2.226,1e-07,2.226,1e-07
FG305,CZCE,1.0,20,2.226,1e-07,2.226,1e-07,2.226,1e-07
FG304,CZCE,1.0,20,2.226,1e-07,2.226,1e-07,2.226,1e-07
FG303,CZCE,1.0,20,2.226,1e-07,2.226,1e-07,2.226,1e-07
FG302,CZCE,1.0,20,2.226,1e-07,2.226,1e-07,2.226,1e-07
FG301,CZCE,1.0,20,2.226,1e-07,2.226,1e-07,2.226,1e-07
FG,CZCE,1.0,20,2.226,1e-07,2.226,1e-07,2.226,1e-07
CY312,CZCE,5.0,5,2.96,1e-07,2.96,1e-07,0.0,1e-07
CY311,CZCE,5.0,5,2.96,1e-07,2.96,1e-07,0.0,1e-07
CY310,CZCE,5.0,5,2.96,1e-07,2.96,1e-07,0.0,1e-07
CY309,CZCE,5.0,5,2.96,1e-07,2.96,1e-07,0.0,1e-07
CY308,CZCE,5.0,5,2.96,1e-07,2.96,1e-07,0.0,1e-07
CY307,CZCE,5.0,5,2.96,1e-07,2.96,1e-07,0.0,1e-07
CY306,CZCE,5.0,5,2.96,1e-07,2.96,1e-07,0.0,1e-07
CY305,CZCE,5.0,5,2.96,1e-07,2.96,1e-07,0.0,1e-07
CY304,CZCE,5.0,5,2.96,1e-07,2.96,1e-07,0.0,1e-07
CY303,CZCE,5.0,5,2.96,1e-07,2.96,1e-07,0.0,1e-07
CY302,CZCE,5.0,5,2.96,1e-07,2.96,1e-07,0.0,1e-07
CY301,CZCE,5.0,5,2.96,1e-07,2.96,1e-07,0.0,1e-07
CY,CZCE,5.0,5,2.96,1e-07,2.96,1e-07,0.0,1e-07
CJ312,CZCE,5.0,5,3.03,1e-07,3.03,1e-07,3.03,1e-07
CJ309,CZCE,5.0,5,3.03,1e-07,3.03,1e-07,3.03,1e-07
CJ307,CZCE,5.0,5,3.03,1e-07,3.03,1e-07,3.03,1e-07
CJ305,CZCE,5.0,5,3.03,1e-07,3.03,1e-07,3.03,1e-07
CJ303,CZCE,5.0,5,3.03,1e-07,3.03,1e-07,3.03,1e-07
CJ301,CZCE,5.0,5,3.03,1e-07,3.03,1e-07,3.03,1e-07
CJ,CZCE,5.0,5,3.03,1e-07,3.03,1e-07,3.03,1e-07
CF311,CZCE,5.0,5,1.65335,1e-07,1.65335,1e-07,0.0,1e-07
CF309,CZCE,5.0,5,1.65335,1e-07,1.65335,1e-07,0.0,1e-07
CF307,CZCE,5.0,5,1.65335,1e-07,1.65335,1e-07,0.0,1e-07
CF305,CZCE,5.0,5,1.65335,1e-07,1.65335,1e-07,0.0,1e-07
CF303,CZCE,5.0,5,1.65335,1e-07,1.65335,1e-07,0.0,1e-07
CF301,CZCE,5.0,5,1.65335,1e-07,1.65335,1e-07,0.0,1e-07
CF,CZCE,5.0,5,1.65335,1e-07,1.65335,1e-07,0.0,1e-07
AP312,CZCE,1.0,10,3.475,1e-07,3.475,1e-07,3.475,1e-07
AP311,CZCE,1.0,10,3.475,1e-07,3.475,1e-07,3.475,1e-07
AP310,CZCE,1.0,10,3.475,1e-07,3.475,1e-07,3.475,1e-07
AP305,CZCE,1.0,10,3.475,1e-07,3.475,1e-07,3.475,1e-07
AP304,CZCE,1.0,10,3.475,1e-07,3.475,1e-07,3.475,1e-07
AP303,CZCE,1.0,10,3.475,1e-07,3.475,1e-07,3.475,1e-07
AP301,CZCE,1.0,10,3.475,1e-07,3.475,1e-07,3.475,1e-07
AP,CZCE,1.0,10,3.475,1e-07,3.475,1e-07,3.475,1e-07
TS2309,CFFEX,0.005,20000,3.03,1e-07,3.03,1e-07,0.0,1e-07
TS2306,CFFEX,0.005,20000,3.03,1e-07,3.03,1e-07,0.0,1e-07
TS2303,CFFEX,0.005,20000,3.03,1e-07,3.03,1e-07,0.0,1e-07
TS,CFFEX,0.005,20000,3.03,1e-07,3.03,1e-07,0.0,1e-07
TF2309,CFFEX,0.005,10000,3.03,1e-07,3.03,1e-07,0.0,1e-07
TF2306,CFFEX,0.005,10000,3.03,1e-07,3.03,1e-07,0.0,1e-07
TF2303,CFFEX,0.005,10000,3.03,1e-07,3.03,1e-07,0.0,1e-07
TF,CFFEX,0.005,10000,3.03,1e-07,3.03,1e-07,0.0,1e-07
T2309,CFFEX,0.005,10000,3.03,1e-07,3.03,1e-07,0.0,1e-07
T2306,CFFEX,0.005,10000,3.03,1e-07,3.03,1e-07,0.0,1e-07
T2303,CFFEX,0.005,10000,3.03,1e-07,3.03,1e-07,0.0,1e-07
T,CFFEX,0.005,10000,3.03,1e-07,3.03,1e-07,0.0,1e-07
IM2306,CFFEX,0.2,200,0.0,2.4e-05,0.0,2.4e-05,0.0,2.4e-05
IM2303,CFFEX,0.2,200,0.0,2.4e-05,0.0,2.4e-05,0.0,2.4e-05
IM2302,CFFEX,0.2,200,0.0,2.4e-05,0.0,2.4e-05,0.0,2.4e-05
IM2301,CFFEX,0.2,200,0.0,2.4e-05,0.0,2.4e-05,0.0,2.4e-05
IM,CFFEX,0.2,200,0.0,2.4e-05,0.0,2.4e-05,0.0,2.4e-05
IH2306,CFFEX,0.2,300,0.0,2.4e-05,0.0,2.4e-05,0.0,2.4e-05
IH2303,CFFEX,0.2,300,0.0,2.4e-05,0.0,2.4e-05,0.0,2.4e-05
