SysOrderId,InstrumentId,UserId,FrontId,Timestamp,LocalTime,InsertLocalTime,Buy,OrderPrice,OrderVol,FirstTradeLocalTime,LastTradeLocalTime,TradeVol,AverageTradePrice,Tick2Trade,Tick2Recv,Order2Ack,Order2FrontAck
10087136#21033,128015.SZ,Oes000000000,-1,'10:15:55.250','20221201 10:15:52.763601936','20221201 10:15:52.763614657',1,124.679000,40,'20221201 10:15:52.951222154','20221201 10:15:52.951222154',40,124.679000,12721,789,2230395,-1
10087161#21049,128015.SZ,Oes000000000,-1,'10:15:59.600','20221201 10:15:57.112478335','20221201 10:15:57.112518584',1,124.598000,170,'','',0,0.000000,40249,11953,2402948,-1
10087166#21052,128015.SZ,Oes000000000,-1,'10:16:00.470','20221201 10:15:57.974583829','20221201 10:15:57.974597146',1,124.701000,160,'20221201 10:15:57.977108825','20221201 10:15:57.977108825',160,124.701000,13317,1019,2478806,-1
10087463#21222,128015.SZ,Oes000000000,-1,'10:16:28.630','20221201 10:16:26.132670382','20221201 10:16:26.132775158',1,124.728000,290,'','',0,0.000000,104776,82676,3256330,-1
10087464#21223,128015.SZ,Oes000000000,-1,'10:16:28.630','20221201 10:16:26.135545270','20221201 10:16:26.135556458',1,124.728000,120,'','',0,0.000000,11188,698,2305214,-1
10087465#21224,128015.SZ,Oes000000000,-1,'10:16:28.630','20221201 10:16:26.136925705','20221201 10:16:26.136937188',1,124.736000,100,'','',0,0.000000,11483,548,2234649,-1
10087466#21225,128015.SZ,Oes000000000,-1,'10:16:28.630','20221201 10:16:26.138500005','20221201 10:16:26.138510122',1,124.736000,40,'','',0,0.000000,10117,571,2285710,-1
10087467#21226,128015.SZ,Oes000000000,-1,'10:16:28.630','20221201 10:16:26.138604549','20221201 10:16:26.138614211',1,124.736000,40,'','',0,0.000000,9662,736,2274883,-1
10087468#21227,128015.SZ,Oes000000000,-1,'10:16:28.630','20221201 10:16:26.138711447','20221201 10:16:26.138721537',1,124.736000,40,'','',0,0.000000,10090,596,2210287,-1
10087469#21228,128015.SZ,Oes000000000,-1,'10:16:28.630','20221201 10:16:26.139791121','20221201 10:16:26.139801195',1,124.736000,40,'','',0,0.000000,10074,545,3041198,-1
10087545#21265,128015.SZ,Oes000000000,-1,'10:16:36.530','20221201 10:16:34.040686785','20221201 10:16:34.040801138',0,124.887000,730,'','',0,0.000000,114353,783,3437107,-1
10087546#21266,128015.SZ,Oes000000000,-1,'10:16:36.530','20221201 10:16:34.040746944','20221201 10:16:34.040827528',0,124.887000,730,'','',0,0.000000,80584,64083,3468407,-1
10087547#21267,128015.SZ,Oes000000000,-1,'10:16:36.530','20221201 10:16:34.040759931','20221201 10:16:34.040839625',0,124.887000,730,'','',0,0.000000,79694,69232,3509373,-1
10087573#21281,128015.SZ,Oes000000000,-1,'10:16:40.830','20221201 10:16:38.337672757','20221201 10:16:38.337700099',0,124.872000,230,'','',0,0.000000,27342,671,3677536,-1
10087574#21282,128015.SZ,Oes000000000,-1,'10:16:40.830','20221201 10:16:38.337729166','20221201 10:16:38.337741801',0,124.872000,230,'','',0,0.000000,12635,540,3674953,-1
10087586#21290,128015.SZ,Oes000000000,-1,'10:16:42.620','20221201 10:16:40.124171497','20221201 10:16:40.124280228',1,124.705000,1690,'20221201 10:16:40.131351360','20221201 10:16:40.131351360',680,124.705000,108731,849,3046502,-1
10087590#21291,128015.SZ,Oes000000000,-1,'10:16:42.620','20221201 10:16:40.128302856','20221201 10:16:40.128319882',1,124.705000,500,'','',0,0.000000,17026,666,3181835,-1
10087627#21313,128015.SZ,Oes000000000,-1,'10:16:48.140','20221201 10:16:45.646352143','20221201 10:16:45.646375481',0,124.680000,580,'','',0,0.000000,23338,10555,3506765,-1
10087656#21330,128015.SZ,Oes000000000,-1,'10:16:53.230','20221201 10:16:50.732127591','20221201 10:16:50.732148506',0,124.590000,100,'20221201 10:16:51.225545566','20221201 10:16:51.225545566',100,124.590000,20915,616,3389093,-1
10087670#21338,123057.SZ,Oes000000000,-1,'10:16:56.940','20221201 10:16:54.444013665','20221201 10:16:54.444038540',1,229.801000,170,'','',0,0.000000,24875,832,2384172,-1
10087671#21339,123057.SZ,Oes000000000,-1,'10:16:56.940','20221201 10:16:54.447226203','20221201 10:16:54.447247465',1,229.801000,20,'','',0,0.000000,21262,670,2304659,-1
10087678#21342,128015.SZ,Oes000000000,-1,'10:16:57.890','20221201 10:16:55.390438974','20221201 10:16:55.390454205',0,124.500000,450,'20221201 10:16:55.394107619','20221201 10:16:55.394197895',120,124.500000,15231,643,3612125,-1
10087680#21343,128015.SZ,Oes000000000,-1,'10:16:57.890','20221201 10:16:55.395110162','20221201 10:16:55.395119204',0,124.488000,10,'','',0,0.000000,9042,591,3323800,-1
10087686#21346,123057.SZ,Oes000000000,-1,'10:16:58.740','20221201 10:16:56.246017971','20221201 10:16:56.246032907',1,230.043000,80,'','',0,0.000000,14936,876,2390406,-1
10087687#21347,123057.SZ,Oes000000000,-1,'10:16:58.740','20221201 10:16:56.246039994','20221201 10:16:56.246055376',1,230.043000,80,'','',0,0.000000,15382,5674,2397681,-1
10087724#21368,128015.SZ,Oes000000000,-1,'10:17:03.570','20221201 10:17:01.072078125','20221201 10:17:01.072093880',0,124.401000,40,'20221201 10:17:01.075590941','20221201 10:17:01.075590941',40,124.401000,15755,636,3463127,-1
10087737#21378,123057.SZ,Oes000000000,-1,'10:17:05.290','20221201 10:17:02.791756555','20221201 10:17:02.791777528',1,229.857000,140,'','',0,0.000000,20973,558,2293336,-1
10087806#21414,123057.SZ,Oes000000000,-1,'10:17:13.270','20221201 10:17:10.770678033','20221201 10:17:10.770694567',1,230.681000,30,'20221201 10:17:10.775672605','20221201 10:17:10.775672605',30,230.681000,16534,620,3583635,-1
10087885#21459,128015.SZ,Oes000000000,-1,'10:17:20.480','20221201 10:17:17.981670357','20221201 10:17:17.981688862',0,124.201000,140,'','',0,0.000000,18505,529,3401093,-1
10087886#21460,128015.SZ,Oes000000000,-1,'10:17:20.480','20221201 10:17:17.981683534','20221201 10:17:17.981707573',0,124.201000,140,'','',0,0.000000,24039,14103,3443373,-1
10087887#21461,128015.SZ,Oes000000000,-1,'10:17:20.480','20221201 10:17:17.981705674','20221201 10:17:17.981719236',0,124.200000,420,'20221201 10:17:17.985292333','20221201 10:17:17.985292333',20,124.200000,13562,3065,3475381,-1
10087888#21462,128015.SZ,Oes000000000,-1,'10:17:20.480','20221201 10:17:17.981717870','20221201 10:17:17.981745345',0,124.200000,420,'','',0,0.000000,27475,16612,3547416,-1
10087889#21463,128015.SZ,Oes000000000,-1,'10:17:20.480','20221201 10:17:17.981758880','20221201 10:17:17.981769945',0,124.200000,390,'','',0,0.000000,11065,550,3566318,-1
10087890#21464,128015.SZ,Oes000000000,-1,'10:17:20.480','20221201 10:17:17.981771464','20221201 10:17:17.981780277',0,124.200000,390,'','',0,0.000000,8813,470,3585850,-1
10087891#21465,128015.SZ,Oes000000000,-1,'10:17:20.480','20221201 10:17:17.985691928','20221201 10:17:17.985702533',0,124.200000,390,'','',0,0.000000,10605,630,3281269,-1
10087892#21466,128015.SZ,Oes000000000,-1,'10:17:20.480','20221201 10:17:17.985725601','20221201 10:17:17.985735764',0,124.200000,250,'','',0,0.000000,10163,553,3288532,-1
10087893#21467,128015.SZ,Oes000000000,-1,'10:17:20.480','20221201 10:17:17.985738117','20221201 10:17:17.985747703',0,124.200000,250,'','',0,0.000000,9586,542,3329311,-1
10087894#21468,128015.SZ,Oes000000000,-1,'10:17:20.480','20221201 10:17:17.985831449','20221201 10:17:17.985841639',0,124.200000,20,'','',0,0.000000,10190,695,3235602,-1
10087895#21469,128015.SZ,Oes000000000,-1,'10:17:20.480','20221201 10:17:17.985843885','20221201 10:17:17.985852934',0,124.200000,20,'','',0,0.000000,9049,658,3307350,-1
10087896#21470,128015.SZ,Oes000000000,-1,'10:17:20.480','20221201 10:17:17.985929271','20221201 10:17:17.985938006',0,124.200000,20,'','',0,0.000000,8735,513,3257688,-1
10087897#21471,128015.SZ,Oes000000000,-1,'10:17:20.480','20221201 10:17:17.986050563','20221201 10:17:17.986060514',0,124.200000,20,'','',0,0.000000,9951,547,3170033,-1
10087898#21472,128015.SZ,Oes000000000,-1,'10:17:20.490','20221201 10:17:17.990263306','20221201 10:17:17.990272745',0,124.184000,50,'','',0,0.000000,9439,736,3226080,-1
10087954#21495,128015.SZ,Oes000000000,-1,'10:17:23.870','20221201 10:17:21.369512350','20221201 10:17:21.369541553',1,124.203000,160,'','',0,0.000000,29203,744,2550551,-1
10087960#21498,123057.SZ,Oes000000000,-1,'10:17:24.030','20221201 10:17:21.529402717','20221201 10:17:21.529418854',1,230.800000,160,'','',0,0.000000,16137,674,2652710,-1
10087961#21499,123057.SZ,Oes000000000,-1,'10:17:24.030','20221201 10:17:21.529424919','20221201 10:17:21.529439263',1,230.809000,160,'','',0,0.000000,14344,511,2667149,-1
10088007#21527,128015.SZ,Oes000000000,-1,'10:17:30.710','20221201 10:17:28.207782840','20221201 10:17:28.207800174',0,124.229000,2090,'20221201 10:17:28.211313440','20221201 10:17:28.211313440',1790,124.229000,17334,532,3474951,-1
10088008#21528,128015.SZ,Oes000000000,-1,'10:17:30.710','20221201 10:17:28.211885000','20221201 10:17:28.211895807',0,124.229000,920,'','',0,0.000000,10807,742,3447370,-1
10088027#21541,123057.SZ,Oes000000000,-1,'10:17:35.220','20221201 10:17:32.716596410','20221201 10:17:32.716663107',0,230.678000,30,'','',0,0.000000,66697,838,4076620,-1
10088064#21560,123057.SZ,Oes000000000,-1,'10:17:41.020','20221201 10:17:38.523057955','20221201 10:17:38.523107271',0,230.784000,30,'','',0,0.000000,49316,640,3305951,-1
10088066#21561,123057.SZ,Oes000000000,-1,'10:17:41.070','20221201 10:17:38.564939935','20221201 10:17:38.564963947',1,230.546000,30,'','',0,0.000000,24012,544,2409241,-1
10088096#21579,128015.SZ,Oes000000000,-1,'10:17:44.690','20221201 10:17:42.184509136','20221201 10:17:42.184541073',0,124.354000,1020,'','',0,0.000000,31937,551,3731858,-1
10088097#21580,128015.SZ,Oes000000000,-1,'10:17:44.690','20221201 10:17:42.184536092','20221201 10:17:42.184568658',0,124.354000,200,'','',0,0.000000,32566,15897,3737824,-1
10088108#21585,128015.SZ,Oes000000000,-1,'10:17:47.720','20221201 10:17:45.219795580','20221201 10:17:45.219814868',1,124.500000,290,'','',0,0.000000,19288,886,3186973,-1
10088112#21587,123057.SZ,Oes000000000,-1,'10:17:49.820','20221201 10:17:47.313121664','20221201 10:17:47.313136186',1,230.800000,140,'','',0,0.000000,14522,578,2608234,-1
10088113#21588,123057.SZ,Oes000000000,-1,'10:17:49.820','20221201 10:17:47.315713876','20221201 10:17:47.315725071',1,230.800000,140,'','',0,0.000000,11195,477,3214733,-1
10088114#21589,123057.SZ,Oes000000000,-1,'10:17:49.820','20221201 10:17:47.315933821','20221201 10:17:47.315943859',1,230.800000,130,'','',0,0.000000,10038,481,3035848,-1
10088118#21590,123057.SZ,Oes000000000,-1,'10:17:50.060','20221201 10:17:47.561485428','20221201 10:17:47.561524030',1,230.819000,60,'','',0,0.000000,38602,708,3051553,-1
10088119#21591,123057.SZ,Oes000000000,-1,'10:17:50.070','20221201 10:17:47.564796206','20221201 10:17:47.564808203',1,230.819000,60,'','',0,0.000000,11997,577,3030686,-1
10088167#21615,123057.SZ,Oes000000000,-1,'10:17:56.060','20221201 10:17:53.557983680','20221201 10:17:53.558047368',1,230.772000,60,'','',0,0.000000,63688,659,2583508,-1
10088171#21617,128015.SZ,Oes000000000,-1,'10:17:56.610','20221201 10:17:54.105326132','20221201 10:17:54.105356416',0,124.429000,20,'','',0,0.000000,30284,12837,3349593,-1
10088172#21618,128015.SZ,Oes000000000,-1,'10:17:56.610','20221201 10:17:54.105338886','20221201 10:17:54.105369290',0,124.429000,20,'','',0,0.000000,30404,21407,3404922,-1
10088175#21619,128015.SZ,Oes000000000,-1,'10:17:56.640','20221201 10:17:54.139103547','20221201 10:17:54.139131871',1,124.335000,110,'','',0,0.000000,28324,697,2819079,-1
10088176#21620,128015.SZ,Oes000000000,-1,'10:17:56.640','20221201 10:17:54.139116743','20221201 10:17:54.139146916',1,124.335000,110,'','',0,0.000000,30173,17890,2845818,-1
10088195#21629,123057.SZ,Oes000000000,-1,'10:17:58.500','20221201 10:17:55.997337866','20221201 10:17:55.997356125',1,231.000000,650,'','',0,0.000000,18259,2590,2538156,-1
10088200#21632,128015.SZ,Oes000000000,-1,'10:17:59.220','20221201 10:17:56.715906825','20221201 10:17:56.715923536',0,124.313000,110,'','',0,0.000000,16711,689,3428877,-1
10088201#21633,128015.SZ,Oes000000000,-1,'10:17:59.220','20221201 10:17:56.715921454','20221201 10:17:56.715943315',0,124.313000,110,'','',0,0.000000,21861,10962,3525031,-1
10088202#21634,128015.SZ,Oes000000000,-1,'10:17:59.220','20221201 10:17:56.715970162','20221201 10:17:56.715979745',0,124.313000,110,'','',0,0.000000,9583,600,3539697,-1
10088203#21635,128015.SZ,Oes000000000,-1,'10:17:59.220','20221201 10:17:56.716004188','20221201 10:17:56.716013102',0,124.310000,250,'','',0,0.000000,8914,537,3549206,-1
10088204#21636,128015.SZ,Oes000000000,-1,'10:17:59.220','20221201 10:17:56.716016625','20221201 10:17:56.716025801',0,124.310000,250,'','',0,0.000000,9176,483,3576036,-1
10088205#21637,128015.SZ,Oes000000000,-1,'10:17:59.220','20221201 10:17:56.716029354','20221201 10:17:56.716047778',0,124.310000,250,'','',0,0.000000,18424,9407,3614709,-1
10088220#21644,128015.SZ,Oes000000000,-1,'10:18:00.480','20221201 10:17:57.976516030','20221201 10:17:57.976534921',1,124.330000,650,'','',0,0.000000,18891,738,3204833,-1
10088221#21645,128015.SZ,Oes000000000,-1,'10:18:00.480','20221201 10:17:57.980338692','20221201 10:17:57.980349085',1,124.383000,80,'','',0,0.000000,10393,648,3115211,-1
10088222#21646,128015.SZ,Oes000000000,-1,'10:18:00.480','20221201 10:17:57.980351014','20221201 10:17:57.980364900',1,124.383000,80,'','',0,0.000000,13886,550,3134715,-1
10088223#21647,128015.SZ,Oes000000000,-1,'10:18:00.480','20221201 10:17:57.980372316','20221201 10:17:57.980382087',1,124.383000,80,'','',0,0.000000,9771,583,3191932,-1
10088224#21648,128015.SZ,Oes000000000,-1,'10:18:00.480','20221201 10:17:57.980393450','20221201 10:17:57.980404456',1,124.383000,80,'','',0,0.000000,11006,652,3169724,-1
10088225#21649,128015.SZ,Oes000000000,-1,'10:18:00.480','20221201 10:17:57.980405725','20221201 10:17:57.980415300',1,124.383000,80,'','',0,0.000000,9575,403,3210876,-1
10088226#21650,128015.SZ,Oes000000000,-1,'10:18:00.480','20221201 10:17:57.980418312','20221201 10:17:57.980434042',1,124.383000,80,'','',0,0.000000,15730,6421,3192305,-1
10088227#21651,128015.SZ,Oes000000000,-1,'10:18:00.480','20221201 10:17:57.980439561','20221201 10:17:57.980448563',1,124.383000,80,'','',0,0.000000,9002,521,3223457,-1
10088228#21652,128015.SZ,Oes000000000,-1,'10:18:00.480','20221201 10:17:57.980693705','20221201 10:17:57.980703320',1,124.383000,80,'','',0,0.000000,9615,604,2968845,-1
10088230#21653,128015.SZ,Oes000000000,-1,'10:18:00.480','20221201 10:17:57.981882675','20221201 10:17:57.981893924',1,124.383000,80,'','',0,0.000000,11249,534,3221134,-1
10088231#21654,128015.SZ,Oes000000000,-1,'10:18:00.490','20221201 10:17:57.981972763','20221201 10:17:57.981982919',1,124.383000,80,'','',0,0.000000,10156,536,3181786,-1
10088232#21655,128015.SZ,Oes000000000,-1,'10:18:00.490','20221201 10:17:57.982382478','20221201 10:17:57.982394363',1,124.410000,50,'','',0,0.000000,11885,572,2819983,-1
10088233#21656,128015.SZ,Oes000000000,-1,'10:18:00.490','20221201 10:17:57.982570913','20221201 10:17:57.982581840',1,124.410000,50,'','',0,0.000000,10927,652,3271077,-1
10088234#21657,128015.SZ,Oes000000000,-1,'10:18:00.490','20221201 10:17:57.982583294','20221201 10:17:57.982593783',1,124.410000,50,'','',0,0.000000,10489,574,3302000,-1
10088235#21658,128015.SZ,Oes000000000,-1,'10:18:00.490','20221201 10:17:57.982647968','20221201 10:17:57.982656796',1,124.429000,510,'','',0,0.000000,8828,462,3356101,-1
10088236#21659,128015.SZ,Oes000000000,-1,'10:18:00.490','20221201 10:17:57.982660198','20221201 10:17:57.982669871',1,124.429000,510,'','',0,0.000000,9673,466,3343422,-1
10088237#21660,128015.SZ,Oes000000000,-1,'10:18:00.490','20221201 10:17:57.982690554','20221201 10:17:57.982700543',1,124.429000,510,'','',0,0.000000,9989,622,3312970,-1
10088238#21661,128015.SZ,Oes000000000,-1,'10:18:00.490','20221201 10:17:57.982778263','20221201 10:17:57.982787300',1,124.429000,450,'','',0,0.000000,9037,596,3226397,-1
10088239#21662,128015.SZ,Oes000000000,-1,'10:18:00.490','20221201 10:17:57.984233188','20221201 10:17:57.984242528',1,124.429000,510,'','',0,0.000000,9340,624,2361497,-1
10088240#21663,128015.SZ,Oes000000000,-1,'10:18:00.490','20221201 10:17:57.984304088','20221201 10:17:57.984313859',1,124.429000,140,'','',0,0.000000,9771,646,2341601,-1
10088251#21664,128015.SZ,Oes000000000,-1,'10:18:00.490','20221201 10:17:57.990222261','20221201 10:17:57.990236847',1,124.502000,800,'','',0,0.000000,14586,673,2343790,-1
10088261#21665,128015.SZ,Oes000000000,-1,'10:18:00.500','20221201 10:17:57.994337584','20221201 10:17:57.994349317',1,124.555000,60,'','',0,0.000000,11733,490,2216619,-1
10088262#21666,128015.SZ,Oes000000000,-1,'10:18:00.500','20221201 10:17:57.995374710','20221201 10:17:57.995385964',1,124.555000,60,'','',0,0.000000,11254,543,2589025,-1
10088263#21667,128015.SZ,Oes000000000,-1,'10:18:00.500','20221201 10:17:57.996619791','20221201 10:17:57.996631555',1,124.590000,100,'20221201 10:17:57.999465065','20221201 10:17:57.999465065',100,124.590000,11764,609,2793030,-1
10088264#21668,128015.SZ,Oes000000000,-1,'10:18:00.500','20221201 10:17:57.996996564','20221201 10:17:57.997006686',1,124.590000,100,'','',0,0.000000,10122,762,2494070,-1
10088291#21685,123057.SZ,Oes000000000,-1,'10:18:02.490','20221201 10:17:59.991369385','20221201 10:17:59.991457171',1,230.892000,660,'','',0,0.000000,87786,1259,2449008,-1
10088292#21686,123057.SZ,Oes000000000,-1,'10:18:02.490','20221201 10:17:59.991382838','20221201 10:17:59.991481534',1,230.888000,660,'','',0,0.000000,98696,83801,2463506,-1
10088293#21687,123057.SZ,Oes000000000,-1,'10:18:02.490','20221201 10:17:59.991405598','20221201 10:17:59.991493007',1,230.877000,660,'','',0,0.000000,87409,77016,2485256,-1
10088294#21688,123057.SZ,Oes000000000,-1,'10:18:02.490','20221201 10:17:59.991517441','20221201 10:17:59.991528726',1,230.867000,590,'','',0,0.000000,11285,722,2524835,-1
10088305#21693,123057.SZ,Oes000000000,-1,'10:18:03.510','20221201 10:18:01.002883931','20221201 10:18:01.002914073',0,231.131000,30,'','',0,0.000000,30142,580,3790563,-1
10088315#21697,128015.SZ,Oes000000000,-1,'10:18:04.820','20221201 10:18:02.311960701','20221201 10:18:02.311977543',1,124.680000,60,'','',0,0.000000,16842,607,3649299,-1
10088356#21719,123057.SZ,Oes000000000,-1,'10:18:08.750','20221201 10:18:06.248916803','20221201 10:18:06.248954349',0,231.200000,30,'','',0,0.000000,37546,662,4014568,-1
10088391#21738,128015.SZ,Oes000000000,-1,'10:18:14.030','20221201 10:18:11.527549226','20221201 10:18:11.527572640',1,124.498000,400,'','',0,0.000000,23414,571,3504138,-1
10088392#21739,128015.SZ,Oes000000000,-1,'10:18:14.030','20221201 10:18:11.527580043','20221201 10:18:11.527595880',1,124.498000,400,'','',0,0.000000,15837,3696,3518935,-1
10088393#21740,128015.SZ,Oes000000000,-1,'10:18:14.030','20221201 10:18:11.527692804','20221201 10:18:11.527704057',1,124.498000,400,'','',0,0.000000,11253,570,3523332,-1
10088394#21741,128015.SZ,Oes000000000,-1,'10:18:14.030','20221201 10:18:11.527932594','20221201 10:18:11.527942581',1,124.498000,400,'','',0,0.000000,9987,598,3285163,-1
10088395#21742,128015.SZ,Oes000000000,-1,'10:18:14.030','20221201 10:18:11.527945646','20221201 10:18:11.527955344',1,124.498000,400,'','',0,0.000000,9698,634,3272632,-1
10088396#21743,128015.SZ,Oes000000000,-1,'10:18:14.030','20221201 10:18:11.527989279','20221201 10:18:11.527998534',1,124.498000,400,'','',0,0.000000,9255,590,3265570,-1
10088397#21744,128015.SZ,Oes000000000,-1,'10:18:14.030','20221201 10:18:11.528012752','20221201 10:18:11.528023505',1,124.498000,400,'','',0,0.000000,10753,563,3240831,-1
10088399#21745,128015.SZ,Oes000000000,-1,'10:18:14.040','20221201 10:18:11.532895884','20221201 10:18:11.532907195',1,124.503000,50,'','',0,0.000000,11311,699,2605347,-1
10088400#21746,128015.SZ,Oes000000000,-1,'10:18:14.040','20221201 10:18:11.535174151','20221201 10:18:11.535186224',1,124.503000,50,'','',0,0.000000,12073,789,2792746,-1
10088401#21747,128015.SZ,Oes000000000,-1,'10:18:14.040','20221201 10:18:11.535214208','20221201 10:18:11.535223992',1,124.503000,50,'','',0,0.000000,9784,658,2792338,-1
10088402#21748,128015.SZ,Oes000000000,-1,'10:18:14.040','20221201 10:18:11.535669084','20221201 10:18:11.535680056',1,124.503000,50,'','',0,0.000000,10972,557,3328345,-1
10088431#21758,128015.SZ,Oes000000000,-1,'10:18:20.380','20221201 10:18:17.872389501','20221201 10:18:17.872410708',0,124.591000,10,'','',0,0.000000,21207,502,3415436,-1
10088484#21785,123057.SZ,Oes000000000,-1,'10:18:26.640','20221201 10:18:24.131989651','20221201 10:18:24.132064886',0,231.299000,30,'','',0,0.000000,75235,816,3850099,-1
10088531#21808,128015.SZ,Oes000000000,-1,'10:18:30.020','20221201 10:18:27.509062427','20221201 10:18:27.509082776',1,124.650000,710,'20221201 10:18:28.511454644','20221201 10:18:28.511454644',10,124.650000,20349,602,2829053,-1
10088532#21809,128015.SZ,Oes000000000,-1,'10:18:30.020','20221201 10:18:27.512817006','20221201 10:18:27.512831072',1,124.661000,60,'20221201 10:18:28.206691706','20221201 10:18:28.206691706',60,124.661000,14066,599,2302951,-1
10088533#21810,128015.SZ,Oes000000000,-1,'10:18:30.020','20221201 10:18:27.516085247','20221201 10:18:27.516096462',1,124.661000,60,'20221201 10:18:28.206725652','20221201 10:18:28.206725652',40,124.661000,11215,441,3107784,-1
10088534#21811,128015.SZ,Oes000000000,-1,'10:18:30.020','20221201 10:18:27.516198764','20221201 10:18:27.516209273',1,124.669000,180,'20221201 10:18:27.519339065','20221201 10:18:27.519394370',180,124.669000,10509,597,3093449,-1
10088535#21812,128015.SZ,Oes000000000,-1,'10:18:30.030','20221201 10:18:27.520152602','20221201 10:18:27.520163284',1,124.674000,380,'20221201 10:18:27.522681816','20221201 10:18:27.522681816',380,124.674000,10682,545,2476159,-1
10088659#21877,128015.SZ,Oes000000000,-1,'10:18:50.550','20221201 10:18:48.045431203','20221201 10:18:48.045470925',1,124.905000,470,'','',0,0.000000,39722,682,3476789,-1
10088662#21878,128015.SZ,Oes000000000,-1,'10:18:50.820','20221201 10:18:48.317290726','20221201 10:18:48.317312077',1,124.855000,920,'','',0,0.000000,21351,523,3077896,-1
10088663#21879,128015.SZ,Oes000000000,-1,'10:18:50.820','20221201 10:18:48.317303888','20221201 10:18:48.317332023',1,124.855000,920,'','',0,0.000000,28135,14945,3094150,-1
10088664#21880,128015.SZ,Oes000000000,-1,'10:18:50.820','20221201 10:18:48.317371936','20221201 10:18:48.317384295',1,124.855000,920,'','',0,0.000000,12359,609,3104576,-1
10088665#21881,128015.SZ,Oes000000000,-1,'10:18:50.820','20221201 10:18:48.317434626','20221201 10:18:48.317445509',1,124.855000,50,'','',0,0.000000,10883,520,3043643,-1
10088709#21904,128015.SZ,Oes000000000,-1,'10:18:56.810','20221201 10:18:54.303884422','20221201 10:18:54.303902056',0,124.867000,430,'','',0,0.000000,17634,453,3451379,-1
10088710#21905,128015.SZ,Oes000000000,-1,'10:18:56.810','20221201 10:18:54.303898601','20221201 10:18:54.303924395',0,124.867000,430,'','',0,0.000000,25794,12667,3466428,-1
10088711#21906,128015.SZ,Oes000000000,-1,'10:18:56.810','20221201 10:18:54.303911518','20221201 10:18:54.303934754',0,124.867000,430,'','',0,0.000000,23236,14213,3530450,-1
10088712#21907,128015.SZ,Oes000000000,-1,'10:18:56.820','20221201 10:18:54.307986896','20221201 10:18:54.307998571',0,124.867000,180,'','',0,0.000000,11675,696,3617761,-1
10088713#21908,128015.SZ,Oes000000000,-1,'10:18:56.820','20221201 10:18:54.308035565','20221201 10:18:54.308050462',0,124.867000,180,'','',0,0.000000,14897,575,3612900,-1
10088782#21944,128015.SZ,Oes000000000,-1,'10:19:04.120','20221201 10:19:01.614983910','20221201 10:19:01.615081398',0,124.747000,260,'','',0,0.000000,97488,697,3537261,-1
10088783#21945,128015.SZ,Oes000000000,-1,'10:19:04.120','20221201 10:19:01.614996749','20221201 10:19:01.615102955',0,124.747000,260,'','',0,0.000000,106206,91304,3556923,-1
10088784#21946,128015.SZ,Oes000000000,-1,'10:19:04.120','20221201 10:19:01.615012173','20221201 10:19:01.615115601',0,124.747000,260,'','',0,0.000000,103428,92492,3589250,-1
10088806#21957,128015.SZ,Oes000000000,-1,'10:19:07.210','20221201 10:19:04.703923640','20221201 10:19:04.703940175',1,124.737000,20,'20221201 10:19:04.710125165','20221201 10:19:04.710125165',20,124.737000,16535,580,2303531,-1
10088832#21972,128015.SZ,Oes000000000,-1,'10:19:12.760','20221201 10:19:10.246332942','20221201 10:19:10.246355542',1,124.586000,690,'','',0,0.000000,22600,618,2845560,-1
10088833#21973,128015.SZ,Oes000000000,-1,'10:19:12.760','20221201 10:19:10.246408361','20221201 10:19:10.246422361',1,124.586000,520,'','',0,0.000000,14000,525,2819235,-1
10088834#21974,128015.SZ,Oes000000000,-1,'10:19:12.760','20221201 10:19:10.246502130','20221201 10:19:10.246513105',1,124.586000,420,'','',0,0.000000,10975,694,2777295,-1
10088835#21975,128015.SZ,Oes000000000,-1,'10:19:12.760','20221201 10:19:10.246532540','20221201 10:19:10.246543259',1,124.586000,120,'','',0,0.000000,10719,555,2747341,-1
10088844#21978,123057.SZ,Oes000000000,-1,'10:19:14.670','20221201 10:19:12.157681042','20221201 10:19:12.157698170',0,230.740000,30,'','',0,0.000000,17128,494,3631121,-1
10088863#21990,128015.SZ,Oes000000000,-1,'10:19:17.820','20221201 10:19:15.309608644','20221201 10:19:15.309624585',1,124.601000,20,'20221201 10:19:15.312800409','20221201 10:19:15.312800409',20,124.601000,15941,528,3140016,-1
10088876#21997,128015.SZ,Oes000000000,-1,'10:19:20.530','20221201 10:19:18.022467809','20221201 10:19:18.022498622',1,124.557000,60,'','',0,0.000000,30813,851,2956082,-1
10088877#21998,128015.SZ,Oes000000000,-1,'10:19:20.530','20221201 10:19:18.022480354','20221201 10:19:18.022522461',1,124.557000,60,'','',0,0.000000,42107,28644,2969434,-1
10088970#22047,128015.SZ,Oes000000000,-1,'10:19:41.640','20221201 10:19:39.125693810','20221201 10:19:39.125711644',1,124.500000,120,'','',0,0.000000,17834,480,3082003,-1
10089013#22069,128015.SZ,Oes000000000,-1,'10:19:47.840','20221201 10:19:45.330304994','20221201 10:19:45.330367359',0,124.680000,50,'','',0,0.000000,62365,507,3478265,-1
10089046#22087,128015.SZ,Oes000000000,-1,'10:19:56.100','20221201 10:19:53.581815501','20221201 10:19:53.581829803',0,124.500000,580,'20221201 10:19:53.979525877','20221201 10:19:53.979525877',580,124.500000,14302,618,3405613,-1
