SysOrderId,InstrumentId,UserId,FrontId,Timestamp,LocalTime,InsertLocalTime,Buy,OrderPrice,OrderVol,FirstTradeLocalTime,LastTradeLocalTime,TradeVol,AverageTradePrice,Tick2Trade,Tick2Recv,Order2Ack,Order2FrontAck
10050255#174,123057.SZ,Oes000000000,-1,'09:30:36.090','20221201 09:30:33.892917063','20221201 09:30:33.892932736',0,225.200000,80,'20221201 09:30:33.896261223','20221201 09:30:33.896261223',80,225.200000,15673,638,3302502,-1
10050348#240,128015.SZ,Oes000000000,-1,'09:30:38.100','20221201 09:30:35.899843505','20221201 09:30:35.899858261',0,123.002000,60,'','',0,0.000000,14756,572,3330937,-1
10050349#241,128015.SZ,Oes000000000,-1,'09:30:38.110','20221201 09:30:35.912988879','20221201 09:30:35.913087860',0,123.001000,630,'','',0,0.000000,98981,51798,3298549,-1
10050350#242,128015.SZ,Oes000000000,-1,'09:30:38.110','20221201 09:30:35.913010410','20221201 09:30:35.913103158',0,123.000000,1710,'20221201 09:30:35.916493188','20221201 09:30:35.916821082',1150,123.000000,92748,81548,3319712,-1
10050385#266,123057.SZ,Oes000000000,-1,'09:30:39.080','20221201 09:30:36.875354394','20221201 09:30:36.875366058',0,225.000000,400,'20221201 09:30:36.878600009','20221201 09:30:36.878757910',400,225.000000,11664,646,3188377,-1
10050387#267,123057.SZ,Oes000000000,-1,'09:30:39.390','20221201 09:30:37.183052056','20221201 09:30:37.183095741',0,224.800000,500,'20221201 09:30:37.186642049','20221201 09:30:37.186844602',500,224.800000,43685,636,3494395,-1
10050697#464,128015.SZ,Oes000000000,-1,'09:30:50.090','20221201 09:30:47.896642710','20221201 09:30:47.896745364',1,122.811000,40,'','',0,0.000000,102654,879,3420517,-1
10050855#558,128015.SZ,Oes000000000,-1,'09:30:55.810','20221201 09:30:53.599210570','20221201 09:30:53.599270035',1,122.793000,30,'','',0,0.000000,59465,894,2834627,-1
10050856#559,128015.SZ,Oes000000000,-1,'09:30:55.810','20221201 09:30:53.599225182','20221201 09:30:53.599296243',1,122.793000,30,'','',0,0.000000,71061,55847,2843239,-1
10050859#560,128015.SZ,Oes000000000,-1,'09:30:55.810','20221201 09:30:53.605453394','20221201 09:30:53.605466178',1,122.806000,40,'20221201 09:30:53.617547328','20221201 09:30:53.617547328',40,122.806000,12784,643,2793727,-1
10050931#599,128015.SZ,Oes000000000,-1,'09:30:59.350','20221201 09:30:57.149099572','20221201 09:30:57.149119344',1,122.950000,200,'','',0,0.000000,19772,509,3380740,-1
10050932#600,128015.SZ,Oes000000000,-1,'09:30:59.350','20221201 09:30:57.149175249','20221201 09:30:57.149189082',1,122.950000,200,'','',0,0.000000,13833,707,3405520,-1
10050954#614,123057.SZ,Oes000000000,-1,'09:31:00.300','20221201 09:30:58.096212837','20221201 09:30:58.096227321',0,226.400000,170,'20221201 09:30:58.103869669','20221201 09:30:58.103869669',170,226.400000,14484,599,3727987,-1
10051134#725,128015.SZ,Oes000000000,-1,'09:31:06.880','20221201 09:31:04.669651321','20221201 09:31:04.669741929',0,122.943000,90,'','',0,0.000000,90608,804,3392050,-1
10051155#738,128015.SZ,Oes000000000,-1,'09:31:08.220','20221201 09:31:06.014201099','20221201 09:31:06.014280716',1,122.955000,160,'','',0,0.000000,79617,1836,3111369,-1
10051157#739,128015.SZ,Oes000000000,-1,'09:31:08.370','20221201 09:31:06.163560138','20221201 09:31:06.163605755',1,122.836000,730,'','',0,0.000000,45617,1109,2857639,-1
10051158#740,128015.SZ,Oes000000000,-1,'09:31:08.390','20221201 09:31:06.190070453','20221201 09:31:06.190094796',1,122.916000,240,'','',0,0.000000,24343,528,3203791,-1
10051242#794,123057.SZ,Oes000000000,-1,'09:31:11.030','20221201 09:31:08.830310176','20221201 09:31:08.830355229',0,226.000000,100,'','',0,0.000000,45053,667,3560553,-1
10051419#901,123057.SZ,Oes000000000,-1,'09:31:17.340','20221201 09:31:15.135147046','20221201 09:31:15.135165783',1,226.272000,130,'','',0,0.000000,18737,613,3202442,-1
10051423#904,128015.SZ,Oes000000000,-1,'09:31:17.620','20221201 09:31:15.414488461','20221201 09:31:15.414503664',1,122.996000,140,'20221201 09:31:15.417821000','20221201 09:31:15.417821000',140,122.996000,15203,550,3261005,-1
10051424#905,128015.SZ,Oes000000000,-1,'09:31:17.630','20221201 09:31:15.418612709','20221201 09:31:15.418625009',1,123.000000,1000,'20221201 09:31:15.421907611','20221201 09:31:15.422075234',1000,123.000000,12300,637,3247368,-1
10051425#906,128015.SZ,Oes000000000,-1,'09:31:17.630','20221201 09:31:15.422602874','20221201 09:31:15.422615787',1,123.008000,460,'20221201 09:31:15.425905270','20221201 09:31:15.425905270',460,123.008000,12913,492,3241090,-1
10051430#908,128015.SZ,Oes000000000,-1,'09:31:17.710','20221201 09:31:15.502429527','20221201 09:31:15.502444645',1,123.018000,30,'20221201 09:31:15.505420808','20221201 09:31:15.505502383',30,123.018000,15118,652,2933348,-1
10051431#909,128015.SZ,Oes000000000,-1,'09:31:17.720','20221201 09:31:15.505370333','20221201 09:31:15.505390032',1,123.018000,30,'','',0,0.000000,19699,639,2916620,-1
10051432#910,128015.SZ,Oes000000000,-1,'09:31:17.720','20221201 09:31:15.506325892','20221201 09:31:15.506336743',1,123.018000,30,'','',0,0.000000,10851,720,3040912,-1
10051433#911,128015.SZ,Oes000000000,-1,'09:31:17.720','20221201 09:31:15.506461063','20221201 09:31:15.506472300',1,123.025000,1820,'','',0,0.000000,11237,571,2955685,-1
10051796#1125,128015.SZ,Oes000000000,-1,'09:31:29.430','20221201 09:31:27.215652026','20221201 09:31:27.215674570',1,123.082000,100,'','',0,0.000000,22544,618,3226542,-1
10051797#1126,128015.SZ,Oes000000000,-1,'09:31:29.430','20221201 09:31:27.219579128','20221201 09:31:27.219598330',1,123.100000,20,'','',0,0.000000,19202,440,3066533,-1
10051798#1127,128015.SZ,Oes000000000,-1,'09:31:29.440','20221201 09:31:27.223516457','20221201 09:31:27.223528372',1,123.123000,290,'20221201 09:31:27.226786649','20221201 09:31:27.226910019',250,123.123000,11915,532,3211008,-1
10051861#1162,123057.SZ,Oes000000000,-1,'09:31:31.320','20221201 09:31:29.115851175','20221201 09:31:29.115867315',0,226.543000,120,'20221201 09:31:29.120450616','20221201 09:31:29.120477344',120,226.543000,16140,603,4549948,-1
10052429#1478,128015.SZ,Oes000000000,-1,'09:31:54.090','20221201 09:31:51.870442279','20221201 09:31:51.870544658',0,123.126000,60,'','',0,0.000000,102379,949,3472364,-1
10052527#1536,123057.SZ,Oes000000000,-1,'09:31:58.750','20221201 09:31:56.533886215','20221201 09:31:56.533976137',0,226.760000,30,'','',0,0.000000,89922,880,3351340,-1
10052664#1613,123057.SZ,Oes000000000,-1,'09:32:04.080','20221201 09:32:01.871889213','20221201 09:32:01.871947468',0,226.826000,30,'','',0,0.000000,58255,748,3538181,-1
10052709#1639,123057.SZ,Oes000000000,-1,'09:32:05.430','20221201 09:32:03.218751496','20221201 09:32:03.218841856',0,226.846000,30,'','',0,0.000000,90360,904,3236655,-1
10052754#1665,128015.SZ,Oes000000000,-1,'09:32:06.700','20221201 09:32:04.487418641','20221201 09:32:04.487431103',0,123.121000,10,'','',0,0.000000,12462,633,3476004,-1
10052891#1745,123057.SZ,Oes000000000,-1,'09:32:12.150','20221201 09:32:09.939184499','20221201 09:32:09.939209569',0,228.256000,30,'20221201 09:32:09.942785024','20221201 09:32:09.942785024',30,228.256000,25070,566,3392563,-1
10053036#1829,123057.SZ,Oes000000000,-1,'09:32:17.570','20221201 09:32:15.353493876','20221201 09:32:15.353601553',1,227.821000,250,'','',0,0.000000,107677,897,2801648,-1
10053037#1830,123057.SZ,Oes000000000,-1,'09:32:17.570','20221201 09:32:15.353695382','20221201 09:32:15.353714459',1,227.865000,250,'','',0,0.000000,19077,614,2720755,-1
10053038#1831,123057.SZ,Oes000000000,-1,'09:32:17.570','20221201 09:32:15.356510574','20221201 09:32:15.356521991',1,227.839000,250,'','',0,0.000000,11417,601,3086552,-1
10053191#1917,128015.SZ,Oes000000000,-1,'09:32:23.900','20221201 09:32:21.687153451','20221201 09:32:21.687257047',0,123.180000,140,'','',0,0.000000,103596,862,3377791,-1
10053228#1937,128015.SZ,Oes000000000,-1,'09:32:26.280','20221201 09:32:24.069780918','20221201 09:32:24.069890992',1,123.107000,180,'','',0,0.000000,110074,1019,2864794,-1
10053505#2099,128015.SZ,Oes000000000,-1,'09:32:34.620','20221201 09:32:32.405087480','20221201 09:32:32.405114996',0,122.959000,70,'','',0,0.000000,27516,571,3416054,-1
10053652#2180,128015.SZ,Oes000000000,-1,'09:32:41.330','20221201 09:32:39.112128406','20221201 09:32:39.112232718',0,123.000000,1810,'20221201 09:32:39.115654724','20221201 09:32:39.115654724',1770,123.000000,104312,994,3383516,-1
10053684#2199,128015.SZ,Oes000000000,-1,'09:32:42.530','20221201 09:32:40.311063769','20221201 09:32:40.311161593',0,122.957000,190,'20221201 09:32:40.315343549','20221201 09:32:40.315343549',70,122.957000,97824,958,4091312,-1
10053685#2200,128015.SZ,Oes000000000,-1,'09:32:42.530','20221201 09:32:40.315208087','20221201 09:32:40.315227551',0,122.957000,70,'','',0,0.000000,19464,727,4396382,-1
10053797#2263,128015.SZ,Oes000000000,-1,'09:32:48.460','20221201 09:32:46.243385027','20221201 09:32:46.243461657',0,122.957000,20,'','',0,0.000000,76630,565,3409475,-1
10054163#2470,128015.SZ,Oes000000000,-1,'09:33:04.230','20221201 09:33:02.004448618','20221201 09:33:02.004463505',0,122.700000,620,'20221201 09:33:02.007951187','20221201 09:33:02.008006700',530,122.700000,14887,1376,3449142,-1
10054164#2471,128015.SZ,Oes000000000,-1,'09:33:04.230','20221201 09:33:02.004461214','20221201 09:33:02.004483002',0,122.700000,620,'','',0,0.000000,21788,12575,3523917,-1
10054403#2613,123057.SZ,Oes000000000,-1,'09:33:13.020','20221201 09:33:10.796143718','20221201 09:33:10.796165746',1,229.782000,60,'','',0,0.000000,22028,681,2816964,-1
10054702#2778,123057.SZ,Oes000000000,-1,'09:33:25.040','20221201 09:33:22.811945790','20221201 09:33:22.811961521',1,230.127000,80,'','',0,0.000000,15731,919,3468658,-1
10055337#3139,128015.SZ,Oes000000000,-1,'09:33:49.070','20221201 09:33:46.847860698','20221201 09:33:46.847939871',0,122.713000,800,'20221201 09:33:46.851371161','20221201 09:33:46.851371161',800,122.713000,79173,886,3402578,-1
10055574#3276,123057.SZ,Oes000000000,-1,'09:33:59.400','20221201 09:33:57.168253205','20221201 09:33:57.168270686',1,229.721000,110,'20221201 09:33:57.172378871','20221201 09:33:57.172479418',110,229.721000,17481,655,3435947,-1
10055739#3376,123057.SZ,Oes000000000,-1,'09:34:02.050','20221201 09:33:59.824267071','20221201 09:33:59.824293239',0,230.796000,40,'','',0,0.000000,26168,712,3349791,-1
10055741#3377,123057.SZ,Oes000000000,-1,'09:34:02.070','20221201 09:33:59.843786638','20221201 09:33:59.843802943',0,230.796000,10,'','',0,0.000000,16305,486,3376917,-1
10055844#3431,123057.SZ,Oes000000000,-1,'09:34:04.680','20221201 09:34:02.465601838','20221201 09:34:02.465631275',1,230.199000,330,'','',0,0.000000,29437,866,3425756,-1
10055845#3432,123057.SZ,Oes000000000,-1,'09:34:04.680','20221201 09:34:02.465662916','20221201 09:34:02.465675871',1,230.199000,330,'','',0,0.000000,12955,538,3525246,-1
10055848#3433,123057.SZ,Oes000000000,-1,'09:34:05.000','20221201 09:34:02.778067416','20221201 09:34:02.778084586',1,230.535000,50,'','',0,0.000000,17170,739,3238038,-1
10055849#3434,123057.SZ,Oes000000000,-1,'09:34:05.000','20221201 09:34:02.778089559','20221201 09:34:02.778108577',1,230.526000,50,'','',0,0.000000,19018,7525,3257140,-1
10055850#3435,123057.SZ,Oes000000000,-1,'09:34:05.000','20221201 09:34:02.778198219','20221201 09:34:02.778208579',1,230.553000,100,'','',0,0.000000,10360,548,3193127,-1
10055851#3436,123057.SZ,Oes000000000,-1,'09:34:05.010','20221201 09:34:02.789362252','20221201 09:34:02.789388926',1,230.554000,50,'','',0,0.000000,26674,706,3155193,-1
10055875#3450,123057.SZ,Oes000000000,-1,'09:34:06.020','20221201 09:34:03.796100385','20221201 09:34:03.796118052',1,230.491000,50,'','',0,0.000000,17667,834,3183397,-1
10055876#3451,123057.SZ,Oes000000000,-1,'09:34:06.020','20221201 09:34:03.796116469','20221201 09:34:03.796135469',1,230.481000,50,'','',0,0.000000,19000,7006,3402365,-1
10055877#3452,123057.SZ,Oes000000000,-1,'09:34:06.020','20221201 09:34:03.797489299','20221201 09:34:03.797503164',1,230.450000,50,'','',0,0.000000,13865,1122,2770249,-1
10056032#3542,128015.SZ,Oes000000000,-1,'09:34:13.340','20221201 09:34:11.111616526','20221201 09:34:11.111636096',1,122.949000,20,'','',0,0.000000,19570,669,3509407,-1
10056033#3543,128015.SZ,Oes000000000,-1,'09:34:13.340','20221201 09:34:11.114691597','20221201 09:34:11.114706683',1,122.949000,20,'','',0,0.000000,15086,613,3485652,-1
10056034#3544,128015.SZ,Oes000000000,-1,'09:34:13.340','20221201 09:34:11.114815632','20221201 09:34:11.114826401',1,122.959000,100,'','',0,0.000000,10769,455,3386859,-1
10056035#3545,128015.SZ,Oes000000000,-1,'09:34:13.350','20221201 09:34:11.116669407','20221201 09:34:11.116679963',1,122.959000,100,'','',0,0.000000,10556,586,4409990,-1
10056102#3579,123057.SZ,Oes000000000,-1,'09:34:16.030','20221201 09:34:13.804322753','20221201 09:34:13.804342616',1,230.416000,60,'','',0,0.000000,19863,644,3307250,-1
10056180#3625,123057.SZ,Oes000000000,-1,'09:34:20.840','20221201 09:34:18.607895659','20221201 09:34:18.607959179',1,230.403000,60,'','',0,0.000000,63520,827,3012596,-1
10056181#3626,123057.SZ,Oes000000000,-1,'09:34:20.840','20221201 09:34:18.607974721','20221201 09:34:18.607998767',1,230.392000,60,'','',0,0.000000,24046,8999,3008233,-1
10056182#3627,123057.SZ,Oes000000000,-1,'09:34:20.840','20221201 09:34:18.608089775','20221201 09:34:18.608101369',1,230.390000,60,'','',0,0.000000,11594,873,2936285,-1
10056183#3628,123057.SZ,Oes000000000,-1,'09:34:20.840','20221201 09:34:18.611077514','20221201 09:34:18.611088161',1,230.388000,60,'','',0,0.000000,10647,758,3217450,-1
10056195#3633,123057.SZ,Oes000000000,-1,'09:34:20.980','20221201 09:34:18.750818611','20221201 09:34:18.750837948',1,230.736000,30,'','',0,0.000000,19337,412,3311650,-1
10056196#3634,123057.SZ,Oes000000000,-1,'09:34:20.980','20221201 09:34:18.750967631','20221201 09:34:18.750980418',1,230.773000,920,'20221201 09:34:18.754278739','20221201 09:34:18.754323741',730,230.773000,12787,647,3213047,-1
10056198#3635,123057.SZ,Oes000000000,-1,'09:34:20.990','20221201 09:34:18.754712311','20221201 09:34:18.754723672',1,230.773000,730,'','',0,0.000000,11361,653,3310881,-1
10056199#3636,123057.SZ,Oes000000000,-1,'09:34:20.990','20221201 09:34:18.754788556','20221201 09:34:18.754804945',1,230.776000,30,'','',0,0.000000,16389,467,3356584,-1
10056200#3637,123057.SZ,Oes000000000,-1,'09:34:20.990','20221201 09:34:18.754832251','20221201 09:34:18.754846347',1,230.854000,50,'','',0,0.000000,14096,549,3361678,-1
10056370#3734,123057.SZ,Oes000000000,-1,'09:34:30.670','20221201 09:34:28.437863524','20221201 09:34:28.437890260',0,230.247000,340,'','',0,0.000000,26736,586,3428252,-1
10056408#3756,123057.SZ,Oes000000000,-1,'09:34:32.430','20221201 09:34:30.197871335','20221201 09:34:30.197893945',0,230.098000,20,'','',0,0.000000,22610,761,3884361,-1
10056415#3760,123057.SZ,Oes000000000,-1,'09:34:32.670','20221201 09:34:30.435791963','20221201 09:34:30.435811766',0,230.101000,80,'','',0,0.000000,19803,634,3296902,-1
10056512#3809,123057.SZ,Oes000000000,-1,'09:34:38.560','20221201 09:34:36.327236252','20221201 09:34:36.327306976',1,229.904000,440,'','',0,0.000000,70724,967,3577510,-1
10056891#4026,123057.SZ,Oes000000000,-1,'09:34:54.670','20221201 09:34:52.431786693','20221201 09:34:52.431804109',0,229.491000,10,'20221201 09:34:52.435099403','20221201 09:34:52.435099403',10,229.491000,17416,638,3262079,-1
10056935#4052,123057.SZ,Oes000000000,-1,'09:34:56.910','20221201 09:34:54.677705900','20221201 09:34:54.677722409',0,230.039000,10,'20221201 09:34:54.684763875','20221201 09:34:54.684763875',10,230.039000,16509,633,3351934,-1
10056936#4053,123057.SZ,Oes000000000,-1,'09:34:56.910','20221201 09:34:54.680673148','20221201 09:34:54.680685510',0,230.039000,10,'20221201 09:34:54.684795946','20221201 09:34:54.684795946',10,230.039000,12362,679,3402310,-1
10056937#4054,123057.SZ,Oes000000000,-1,'09:34:56.920','20221201 09:34:54.681613579','20221201 09:34:54.681624351',0,230.039000,10,'','',0,0.000000,10772,592,3447460,-1
10056938#4055,123057.SZ,Oes000000000,-1,'09:34:56.920','20221201 09:34:54.682107505','20221201 09:34:54.682118329',0,230.034000,600,'','',0,0.000000,10824,626,3359130,-1
10056939#4056,123057.SZ,Oes000000000,-1,'09:34:56.920','20221201 09:34:54.682165494','20221201 09:34:54.682176822',0,230.034000,200,'','',0,0.000000,11328,677,3388168,-1
10057030#4102,123057.SZ,Oes000000000,-1,'09:35:00.560','20221201 09:34:58.327099001','20221201 09:34:58.327115558',0,229.781000,40,'','',0,0.000000,16557,679,3324820,-1
10057153#4170,123057.SZ,Oes000000000,-1,'09:35:03.620','20221201 09:35:01.385464936','20221201 09:35:01.385479087',0,230.316000,130,'','',0,0.000000,14151,712,3489712,-1
10057155#4171,123057.SZ,Oes000000000,-1,'09:35:03.630','20221201 09:35:01.397391118','20221201 09:35:01.397408818',0,230.317000,20,'','',0,0.000000,17700,516,3298684,-1
10057156#4172,123057.SZ,Oes000000000,-1,'09:35:03.630','20221201 09:35:01.397413069','20221201 09:35:01.397425219',0,230.320000,20,'','',0,0.000000,12150,616,3326735,-1
10057157#4173,123057.SZ,Oes000000000,-1,'09:35:03.630','20221201 09:35:01.397453056','20221201 09:35:01.397463869',0,230.314000,20,'','',0,0.000000,10813,688,3324354,-1
10057168#4178,123057.SZ,Oes000000000,-1,'09:35:03.930','20221201 09:35:01.691971331','20221201 09:35:01.691985738',1,230.533000,150,'','',0,0.000000,14407,592,4378559,-1
10057170#4179,123057.SZ,Oes000000000,-1,'09:35:03.950','20221201 09:35:01.717085186','20221201 09:35:01.717097288',0,230.759000,280,'','',0,0.000000,12102,591,3384976,-1
10057171#4180,123057.SZ,Oes000000000,-1,'09:35:03.950','20221201 09:35:01.717098523','20221201 09:35:01.717111335',0,230.773000,280,'','',0,0.000000,12812,2918,3412328,-1
10057172#4181,123057.SZ,Oes000000000,-1,'09:35:03.950','20221201 09:35:01.717194627','20221201 09:35:01.717204967',0,230.744000,140,'','',0,0.000000,10340,650,3350794,-1
10057323#4275,123057.SZ,Oes000000000,-1,'09:35:11.060','20221201 09:35:08.822104188','20221201 09:35:08.822209651',0,230.488000,60,'','',0,0.000000,105463,1083,3202148,-1
10057326#4277,123057.SZ,Oes000000000,-1,'09:35:11.270','20221201 09:35:09.029987355','20221201 09:35:09.030043891',0,230.738000,210,'','',0,0.000000,56536,866,3322444,-1
10057327#4278,123057.SZ,Oes000000000,-1,'09:35:11.270','20221201 09:35:09.035583784','20221201 09:35:09.035600237',1,230.238000,110,'','',0,0.000000,16453,559,2793713,-1
10057329#4279,123057.SZ,Oes000000000,-1,'09:35:11.270','20221201 09:35:09.035924914','20221201 09:35:09.035938398',1,230.222000,60,'','',0,0.000000,13484,719,3264500,-1
10057330#4280,123057.SZ,Oes000000000,-1,'09:35:11.270','20221201 09:35:09.036128916','20221201 09:35:09.036138929',1,230.210000,40,'','',0,0.000000,10013,493,3105927,-1
10057527#4396,123057.SZ,Oes000000000,-1,'09:35:20.430','20221201 09:35:18.193137896','20221201 09:35:18.193150008',0,230.440000,210,'20221201 09:35:18.196477317','20221201 09:35:18.196577564',160,230.446000,12112,499,3273626,-1
10057528#4397,123057.SZ,Oes000000000,-1,'09:35:20.430','20221201 09:35:18.193261803','20221201 09:35:18.193272168',0,230.436000,160,'','',0,0.000000,10365,524,3305619,-1
10057547#4407,123057.SZ,Oes000000000,-1,'09:35:20.990','20221201 09:35:18.750666980','20221201 09:35:18.750685557',0,230.637000,610,'20221201 09:35:18.754057344','20221201 09:35:18.754057344',160,230.724000,18577,691,3329568,-1
10057548#4408,123057.SZ,Oes000000000,-1,'09:35:20.990','20221201 09:35:18.750812759','20221201 09:35:18.750830180',0,230.662000,40,'','',0,0.000000,17421,456,3288758,-1
10057594#4434,123057.SZ,Oes000000000,-1,'09:35:23.680','20221201 09:35:21.444142872','20221201 09:35:21.444161136',0,231.017000,60,'','',0,0.000000,18264,610,3528712,-1
10057595#4435,123057.SZ,Oes000000000,-1,'09:35:23.680','20221201 09:35:21.447760633','20221201 09:35:21.447772074',0,231.017000,60,'','',0,0.000000,11441,740,3435444,-1
10057596#4436,123057.SZ,Oes000000000,-1,'09:35:23.680','20221201 09:35:21.448053374','20221201 09:35:21.448065674',0,231.017000,60,'','',0,0.000000,12300,594,3423204,-1
10057669#4474,123057.SZ,Oes000000000,-1,'09:35:30.340','20221201 09:35:28.102108488','20221201 09:35:28.102124275',0,231.152000,490,'','',0,0.000000,15787,521,3653472,-1
10057695#4488,123057.SZ,Oes000000000,-1,'09:35:32.570','20221201 09:35:30.329688216','20221201 09:35:30.329700109',0,230.837000,490,'20221201 09:35:30.332989384','20221201 09:35:30.332989384',490,230.837000,11893,704,3248166,-1
10057834#4578,128015.SZ,Oes000000000,-1,'09:35:44.490','20221201 09:35:42.253662553','20221201 09:35:42.253770504',1,122.818000,70,'','',0,0.000000,107951,785,2796054,-1
10058298#4847,128015.SZ,Oes000000000,-1,'09:36:11.240','20221201 09:36:08.997917922','20221201 09:36:08.997952168',1,122.705000,410,'','',0,0.000000,34246,801,2994346,-1
10058299#4848,128015.SZ,Oes000000000,-1,'09:36:11.240','20221201 09:36:08.997941722','20221201 09:36:08.997974351',1,122.705000,400,'','',0,0.000000,32629,21259,2999420,-1
10058300#4849,128015.SZ,Oes000000000,-1,'09:36:11.240','20221201 09:36:08.999066231','20221201 09:36:08.999078670',1,122.705000,400,'','',0,0.000000,12439,677,3344165,-1
10058301#4850,128015.SZ,Oes000000000,-1,'09:36:11.240','20221201 09:36:09.000831369','20221201 09:36:09.000841209',1,122.705000,400,'','',0,0.000000,9840,653,3220691,-1
10058342#4871,128015.SZ,Oes000000000,-1,'09:36:13.640','20221201 09:36:11.400985771','20221201 09:36:11.401011442',1,122.536000,300,'','',0,0.000000,25671,549,2455257,-1
10058416#4910,128015.SZ,Oes000000000,-1,'09:36:15.870','20221201 09:36:13.626913948','20221201 09:36:13.626989818',1,122.600000,30,'20221201 09:36:14.258396390','20221201 09:36:14.258396390',30,122.600000,75870,802,3271647,-1
10058558#4993,128015.SZ,Oes000000000,-1,'09:36:24.600','20221201 09:36:22.355811677','20221201 09:36:22.355883101',1,122.713000,100,'20221201 09:36:22.358974400','20221201 09:36:22.358974400',100,122.713000,71424,937,3062068,-1
10058636#5036,128015.SZ,Oes000000000,-1,'09:36:29.750','20221201 09:36:27.507208963','20221201 09:36:27.507239904',0,122.769000,10,'','',0,0.000000,30941,13611,3318913,-1
10058919#5193,128015.SZ,Oes000000000,-1,'09:36:53.960','20221201 09:36:51.711579879','20221201 09:36:51.711595350',0,122.732000,70,'','',0,0.000000,15471,461,3495821,-1
10059018#5245,123057.SZ,Oes000000000,-1,'09:37:01.460','20221201 09:36:59.213213432','20221201 09:36:59.213235794',1,228.132000,120,'','',0,0.000000,22362,616,3632791,-1
10059072#5276,123057.SZ,Oes000000000,-1,'09:37:04.200','20221201 09:37:01.957624516','20221201 09:37:01.957639645',1,228.426000,340,'','',0,0.000000,15129,703,2733117,-1
10059074#5277,123057.SZ,Oes000000000,-1,'09:37:04.210','20221201 09:37:01.961884369','20221201 09:37:01.961894099',1,228.435000,60,'','',0,0.000000,9730,572,3094504,-1
10059075#5278,123057.SZ,Oes000000000,-1,'09:37:04.210','20221201 09:37:01.965735384','20221201 09:37:01.965746118',1,228.462000,100,'','',0,0.000000,10734,611,2379013,-1
10059076#5279,123057.SZ,Oes000000000,-1,'09:37:04.210','20221201 09:37:01.966232440','20221201 09:37:01.966243253',1,228.506000,90,'20221201 09:37:01.972169886','20221201 09:37:01.972169886',10,228.506000,10813,486,2388632,-1
10059242#5370,123057.SZ,Oes000000000,-1,'09:37:07.970','20221201 09:37:05.728504376','20221201 09:37:05.728624208',1,228.434000,230,'','',0,0.000000,119832,850,3281558,-1
10059314#5410,123057.SZ,Oes000000000,-1,'09:37:12.000','20221201 09:37:09.753080685','20221201 09:37:09.753100796',1,228.708000,120,'20221201 09:37:09.854697151','20221201 09:37:09.854697151',60,228.708000,20111,684,3196542,-1
10059642#5604,123057.SZ,Oes000000000,-1,'09:37:37.600','20221201 09:37:35.351812307','20221201 09:37:35.351884383',1,229.138000,390,'','',0,0.000000,72076,729,3940984,-1
10059688#5631,128015.SZ,Oes000000000,-1,'09:37:41.630','20221201 09:37:39.383610539','20221201 09:37:39.383723258',0,122.713000,130,'20221201 09:37:39.387291212','20221201 09:37:39.387291212',130,122.713000,112719,838,3524066,-1
10059802#5704,123057.SZ,Oes000000000,-1,'09:37:51.160','20221201 09:37:48.910216211','20221201 09:37:48.910237478',1,229.418000,50,'20221201 09:37:48.913697137','20221201 09:37:48.913697137',50,229.397000,21267,637,3408292,-1
10059897#5749,123057.SZ,Oes000000000,-1,'09:37:58.040','20221201 09:37:55.783357769','20221201 09:37:55.783391871',0,229.344000,30,'','',0,0.000000,34102,827,3368174,-1
10059902#5752,123057.SZ,Oes000000000,-1,'09:37:58.170','20221201 09:37:55.920936838','20221201 09:37:55.921003904',0,229.342000,10,'','',0,0.000000,67066,923,3846330,-1
10059915#5761,123057.SZ,Oes000000000,-1,'09:37:59.030','20221201 09:37:56.777418062','20221201 09:37:56.777453002',0,229.342000,120,'20221201 09:37:56.781014313','20221201 09:37:56.781014313',120,229.342000,34940,1224,3520867,-1
10060820#6260,123057.SZ,Oes000000000,-1,'09:38:56.040','20221201 09:38:53.777778097','20221201 09:38:53.777795558',1,228.900000,180,'','',0,0.000000,17461,599,3273806,-1
10060821#6261,123057.SZ,Oes000000000,-1,'09:38:56.040','20221201 09:38:53.780888662','20221201 09:38:53.780901418',1,228.909000,140,'','',0,0.000000,12756,642,3168322,-1
10060822#6262,123057.SZ,Oes000000000,-1,'09:38:56.040','20221201 09:38:53.780911254','20221201 09:38:53.780922715',1,228.909000,90,'','',0,0.000000,11461,625,3190983,-1
10060823#6263,123057.SZ,Oes000000000,-1,'09:38:56.040','20221201 09:38:53.781267166','20221201 09:38:53.781285707',1,228.909000,90,'','',0,0.000000,18541,660,3590317,-1
10060847#6278,123057.SZ,Oes000000000,-1,'09:38:57.630','20221201 09:38:55.368205965','20221201 09:38:55.368281875',1,228.818000,410,'','',0,0.000000,75910,944,2759209,-1
10060848#6279,123057.SZ,Oes000000000,-1,'09:38:57.630','20221201 09:38:55.368263950','20221201 09:38:55.368304055',1,228.801000,410,'','',0,0.000000,40105,24674,2790739,-1
10060849#6280,123057.SZ,Oes000000000,-1,'09:38:57.630','20221201 09:38:55.368276715','20221201 09:38:55.368315592',1,228.782000,410,'','',0,0.000000,38877,28863,2851379,-1
10060850#6281,123057.SZ,Oes000000000,-1,'09:38:57.630','20221201 09:38:55.368289489','20221201 09:38:55.368334171',1,228.768000,410,'','',0,0.000000,44682,34015,2833014,-1
